record_id,docket_entry,attachment_number,filed_date_iso,filed_date_display,docket_description,document_label,document_type,file_name,public_access_status,page_count_exact,pacer_billable_pages_estimate,page_count_note,size_bytes,sha256,sha1,md5,pdf_encrypted,pdf_title,pdf_author,pdf_subject,pdf_creator,pdf_producer,pdf_creation_date,pdf_modified_date,best_available_pdf_url,recap_pdf_url,internet_archive_url,courtlistener_document_url,pacer_pdf_url,pacer_price_display,pacer_price_usd,source_docket_url
0050,50,0,2024-11-08,"Nov 8, 2024","BRIEF in Support filed by SHOSHI GOLDFUS, IRA POLLY re 19 MOTION to Appoint Counsel Appoint Interim Co-Lead Class Counsel For Direct Purchaser Plaintiffs Attorney: Joseph J. DePalma. HAUSFELD LLP'S & SUSMAN GODFREY LLP'S SUPPLEMENTAL BRIEF REGARDING LEADERSHIP FOR THE DIRECT iPHONE PURCHASER CLASS (DEPALMA, JOSEPH) (Entered: 11/08/2024)",Main Document,Brief in Support of Motion,"0050. (11-08-2024) BRIEF in Support filed by SHOSHI GOLDFUS, IRA POLLY re 19 MOTION to Appoint Counsel Appoint Interim.pdf",FREE_RECAP_PDF_AVAILABLE,14,14,Exact local PDF page count.,257106,348d70a04b88a702370139a42626c8495cfffddbffd7ee66ba9172577764cc83,dd035ead7fe3322e3b98076cef8708df2461dbb3,ee3083073ea6daf704447b2e583072d0,False,,Mindee J. Reuben,,Acrobat PDFMaker 24 for Word,"Adobe PDF Library 24.4.19; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20241108214323-05'00',D:20241108234248-05'00',https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.50.0.pdf,https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.50.0.pdf,https://archive.org/download/gov.uscourts.njd.550383/gov.uscourts.njd.550383.50.0.pdf,https://www.courtlistener.com/docket/68869775/50/shoshi-goldfus-v-apple-inc/,https://ecf.njd.uscourts.gov/doc1/119021902088?caseid=550383,$1.40,1.40,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0051,51,0,2024-11-08,"Nov 8, 2024","BRIEF Direct Iphone Purchaser Group 1's Supplemental Leadership Submission (Attachments: # 1 Exhibit A (Proposed Assignments), # 2 Text of Proposed Order)(CECCHI, JAMES) (Entered: 11/08/2024)",Main Document,Brief,0051. (11-08-2024) BRIEF Direct Iphone Purchaser Group 1s Supplemental Leadership Submission.pdf,FREE_RECAP_PDF_AVAILABLE,13,13,Exact local PDF page count.,207626,0e83aaf62a48f7f7750eac2e31241014f373bb0d91ec467e5bf1dc86c03563fc,936ca47d3cfd14c8f19010ed00c4ea0156075478,ba208f63bdf59b281539d8dab4c7df46,False,Microsoft Word - FINAL Supplemental Apple brief.DOCX,Carrie,,PScript5.dll Version 5.2.2,"Acrobat Distiller 15.0 (Windows); modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20241108142131-08'00',D:20241108234731-05'00',https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.51.0.pdf,https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.51.0.pdf,https://archive.org/download/gov.uscourts.njd.550383/gov.uscourts.njd.550383.51.0.pdf,https://www.courtlistener.com/docket/68869775/51/shoshi-goldfus-v-apple-inc/,https://ecf.njd.uscourts.gov/doc1/119021902091?caseid=550383,$1.30,1.30,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0051-001,51,1,2024-11-08,"Nov 8, 2024","BRIEF Direct Iphone Purchaser Group 1's Supplemental Leadership Submission (Attachments: # 1 Exhibit A (Proposed Assignments), # 2 Text of Proposed Order)(CECCHI, JAMES) (Entered: 11/08/2024)",Attachment 1,Exhibit A (Proposed Assignments),0051-001. (11-08-2024) Exhibit A (Proposed Assignments).pdf,FREE_RECAP_PDF_AVAILABLE,1,1,Exact local PDF page count.,117519,eb13fff643c2d22e59c5e67e7384d8a727865c1309310a411b50ab61e11641e5,3bfbad282ec1eea1652ccb24f654194d84408899,95d2336f0c394bc493fbba0fed13d15d,False,Microsoft Word - EXHIBIT A to Supplemental Apple Submission.DOCX,Carrie,,PScript5.dll Version 5.2.2,"Acrobat Distiller 15.0 (Windows); modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20241108141658-08'00',D:20241108234737-05'00',https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.51.1.pdf,https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.51.1.pdf,https://archive.org/download/gov.uscourts.njd.550383/gov.uscourts.njd.550383.51.1.pdf,https://www.courtlistener.com/docket/68869775/51/1/shoshi-goldfus-v-apple-inc/,https://ecf.njd.uscourts.gov/doc1/119021902092?caseid=550383,$0.10,0.10,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0051-002,51,2,2024-11-08,"Nov 8, 2024","BRIEF Direct Iphone Purchaser Group 1's Supplemental Leadership Submission (Attachments: # 1 Exhibit A (Proposed Assignments), # 2 Text of Proposed Order)(CECCHI, JAMES) (Entered: 11/08/2024)",Attachment 2,Text of Proposed Order,0051-002. (11-08-2024) (Text of Proposed Order).pdf,FREE_RECAP_PDF_AVAILABLE,4,4,Exact local PDF page count.,228310,4403a4fe87f5564ba6ce7d0735609cc240abe5ec3a384c42dfa492bfe40e0045,5f6b6862152720ca9221995d5b0b129f890d435a,80b09df75215dcd9d442dedad463810c,False,,Patrick Johnson,,Acrobat PDFMaker 24 for Word,"Adobe PDF Library 24.4.19; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20241108154345-05'00',D:20241108234743-05'00',https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.51.2.pdf,https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.51.2.pdf,https://archive.org/download/gov.uscourts.njd.550383/gov.uscourts.njd.550383.51.2.pdf,https://www.courtlistener.com/docket/68869775/51/2/shoshi-goldfus-v-apple-inc/,https://ecf.njd.uscourts.gov/doc1/119021902093?caseid=550383,$0.40,0.40,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0052,52,0,2024-11-08,"Nov 8, 2024","Transcript of Case Management Conference held on October 30, 2024, before Magistrate Judge Leda Dunn Wettre. Transcriber: King Transcription Services (973-237-6080). NOTICE REGARDING (1) REDACTION OF PERSONAL IDENTIFIERS IN TRANSCRIPTS AND (2) MOTION TO REDACT AND SEAL: The parties have seven (7) calendar days to file with the Court a Notice of Intent to Request Redaction of this Transcript to comply with Fed.R.Civ.P.5.2(a) (personal identifiers). Parties seeking to redact and seal this Transcript, or portions thereof, pursuant to L.Civ.R. 5.3(g) must e-file a Motion to Redact and Seal utilizing the event `Redact and Seal Transcript/Digital Recording`. Redaction Request to Transcription Agency due, but not filed, by 12/2/2024. Redacted Transcript Deadline set for 12/9/2024. Release of Transcript Restriction set for 2/6/2025. (adc) (Entered: 11/13/2024)",Main Document,Transcript,0052. (11-08-2024) Transcript.pdf,FREE_RECAP_PDF_AVAILABLE,12,12,Exact local PDF page count.,140645,1e3279a0a13aed3931c9cf57bdeaf151d2716183ee77db356bbe161698a60925,223f0bdf89855978f86cf09468918c1b5ec19468,cc4804bce5df3b8190a6c123d2700051,False,,,,Foxit Quick PDF Library 15.11 (www.debenu.com),"Foxit Quick PDF Library 15.11 (www.debenu.com); modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20241107075251-07'00',D:20251008134718-04'00',https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.52.0.pdf,https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.52.0.pdf,https://archive.org/download/gov.uscourts.njd.550383/gov.uscourts.njd.550383.52.0.pdf,https://www.courtlistener.com/docket/68869775/52/shoshi-goldfus-v-apple-inc/,https://ecf.njd.uscourts.gov/doc1/119021909559?caseid=550383,$1.20,1.20,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0053,53,0,2024-12-10,"Dec 10, 2024","MDL TEXT ORDER - The Court is in receipt of the Indirect iPhone Purchaser Plaintiffs' supplemental brief in support of appointment of an Executive Committee (ECF 44 ). Counsel is directed to file a letter on or before December 13, 2024 clarifying whether a specific firm and/or attorney will be assigned to each of the tasks for which the Executive Committee would be responsible - i.e., plaintiff discovery, third-party discovery, government liaison, briefing and legal research, and work with experts. So Ordered by Magistrate Judge Leda D. Wettre on 12/10/2024. (rn) (Entered: 12/10/2024)",Main Document,,,NO_PUBLIC_PDF_LINK,,,Price not displayed; page count unknown.,,,,,,,,,,,,,,,,,,,,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0054,54,0,2024-12-13,"Dec 13, 2024","Letter from Stanley O. King re 53 Text Order,,. (KING, STANLEY) (Entered: 12/13/2024)",Main Document,Letter,0054. (12-13-2024) Letter from Stanley O. King re 53 Text Order.pdf,FREE_RECAP_PDF_AVAILABLE,4,4,Exact local PDF page count.,378688,34bd27eda8f55eac8cc7f3e34ff8d69e8a522c63647a262a456e4d8f5e062bd9,a8e9f861272623987f812e910471011b938b2f07,be2230077cb9f60cc74560bf4ac72d33,False,,Raymond S. Levine,,Acrobat PDFMaker 24 for Word,"Adobe PDF Library 24.5.96; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20241213095241-05'00',D:20241213095655-05'00',https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.54.0.pdf,https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.54.0.pdf,https://archive.org/download/gov.uscourts.njd.550383/gov.uscourts.njd.550383.54.0.pdf,https://www.courtlistener.com/docket/68869775/54/shoshi-goldfus-v-apple-inc/,https://ecf.njd.uscourts.gov/doc1/119022027268?caseid=550383,$0.40,0.40,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0055,55,0,2024-12-18,"Dec 18, 2024","Letter from James E. Cecchi to the Hon. Julien Xavier Neals, U.S.D.J. and the Hon. Leda Dunn Wettre, U.S.M.J. Regarding Consensus on the Direct Purchaser Plaintiffs' Leadership Structure and Enclosing a Proposed Form of Order. (Attachments: # 1 Text of Proposed Order)(CECCHI, JAMES) (Entered: 12/18/2024)",Main Document,Letter,"0055. (12-18-2024) Letter from James E. Cecchi to the Hon. Julien Xavier Neals, U.S.D.J. and the Hon. Leda Dunn Wettre.pdf",FREE_RECAP_PDF_AVAILABLE,1,1,Exact local PDF page count.,224211,6a59dd100d516cde65ee1026fe022b2cb49d819aed4a7f927b1d2afb902b49b8,26549a7a99279f66e439b4888e4f66c424fe0762,f1d6ffb21fd251d2eae4a87e112fb1da,False,,,,Acrobat PDFMaker 24 for Word,"Adobe PDF Library 24.5.96; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20241218110539-05'00',D:20241218111808-05'00',https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.55.0_1.pdf,https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.55.0_1.pdf,https://archive.org/download/gov.uscourts.njd.550383/gov.uscourts.njd.550383.55.0.pdf,https://www.courtlistener.com/docket/68869775/55/shoshi-goldfus-v-apple-inc/,https://ecf.njd.uscourts.gov/doc1/119022041955?caseid=550383,$0.10,0.10,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0055-001,55,1,2024-12-18,"Dec 18, 2024","Letter from James E. Cecchi to the Hon. Julien Xavier Neals, U.S.D.J. and the Hon. Leda Dunn Wettre, U.S.M.J. Regarding Consensus on the Direct Purchaser Plaintiffs' Leadership Structure and Enclosing a Proposed Form of Order. (Attachments: # 1 Text of Proposed Order)(CECCHI, JAMES) (Entered: 12/18/2024)",Attachment 1,Text of Proposed Order,0055-001. (12-18-2024) (Text of Proposed Order).pdf,FREE_RECAP_PDF_AVAILABLE,3,3,Exact local PDF page count.,224341,ead9cc2b29a753048bbc63b330692dbbb7b0e15035ebea3eaf572e2bfb4de77b,e073b47f2f60a844ee53caf2bd78b4154ed6403d,cec1a6a9190085c296ce4a36ca64aab6,False,,,,Acrobat PDFMaker 24 for Word,"Adobe PDF Library 24.5.96; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20241218110520-05'00',D:20241218111814-05'00',https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.55.1.pdf,https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.55.1.pdf,https://archive.org/download/gov.uscourts.njd.550383/gov.uscourts.njd.550383.55.1.pdf,https://www.courtlistener.com/docket/68869775/55/1/shoshi-goldfus-v-apple-inc/,https://ecf.njd.uscourts.gov/doc1/119022041956?caseid=550383,$0.30,0.30,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0056,56,0,2024-12-20,"Dec 20, 2024","MDL TEXT ORDER - The Court is in receipt of the Indirect iPhone Purchaser Plaintiffs' letter dated December 13, 2024 (ECF No. 54 ) outlining the anticipated assignments for the proposed Executive Committee. By no later than Monday, December 23, 2024, the Indirect iPhone Purchaser Plaintiffs shall submit a proposed Order consistent with its December 13, 2024 letter for the Court's consideration. So Ordered by Judge Julien Xavier Neals on 12/20/2024. (kd) (Entered: 12/20/2024)",Main Document,,,NO_PUBLIC_PDF_LINK,,,Price not displayed; page count unknown.,,,,,,,,,,,,,,,,,,,,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0057,57,0,2024-12-19,"Dec 19, 2024","ORDER that Steve W. Berman of Hagens Berman Sobol Shapiro, LLP; Dena Sharp of Girard Sharp, LLP; Christopher A. Seeger of Seeger Weiss LLP; James E. Cecchi of Carella Byrne Cecchi Brody & Agnello, P.C.; Bill Carmody of Susman Godfrey LLP; and Melinda Coolidge of Hausfeld LLP shall serve as Co-Lead Interim Class Counsel for the Direct Purchaser Plaintiff class. Michael Critchley Sr. of Critchley & Kinum shall serve as Trial Counsel. Joseph DePalma of Life DePalma of Lite DePalma Greenberg & Afanador shall serve as Liaison Counsel. Signed by Judge Julien Xavier Neals on 12/19/2024. (dam) (Entered: 12/20/2024)",Main Document,Order,"0057. (12-19-2024) ORDER that Steve W. Berman of Hagens Berman Sobol Shapiro, LLP Dena Sharp of Girard Sharp, LLP Chr.pdf",FREE_RECAP_PDF_AVAILABLE,3,3,Exact local PDF page count.,90820,87128f62b61a0b0fa7077240f8ce8f50183b0cc86ab07c7fc9aaeccb89037935,3fa83dafded6899c69cadf11e9639dc9d8f7576c,c7fee18b2e0dc2bbe86672cdfa21150e,False,,,,RICOH IM C4500,"RICOH IM C4500; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20241219150327-05'00',D:20241220091921-05'00',https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.57.0.pdf,https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.57.0.pdf,https://archive.org/download/gov.uscourts.njd.550383/gov.uscourts.njd.550383.57.0.pdf,https://www.courtlistener.com/docket/68869775/57/shoshi-goldfus-v-apple-inc/,https://ecf.njd.uscourts.gov/doc1/119022050278?caseid=550383,$0.30,0.30,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0058,58,0,2024-12-23,"Dec 23, 2024","Proposed Order by All Plaintiffs re 56 Order,. (KING, STANLEY) (Entered: 12/23/2024)",Main Document,Proposed Order,0058. (12-23-2024) Proposed Order by All Plaintiffs re 56 Order.pdf,PACER_LINK_AVAILABLE,4,,Exact local PDF page count.,158875,365962e838cb1e965bbcb9d650357c60de3117dbc2d2b073ae4b1d60519df647,45b10df39352551fc5b90d0ec96a9b8dda655c54,899f6e371fce446a28ad88ffbc2119f8,False,,William G. Caldes,,Acrobat PDFMaker 24 for Word,"Adobe PDF Library 24.5.96; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20241223095605-05'00',D:20241223101337-05'00',https://ecf.njd.uscourts.gov/doc1/119022056378?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119022056378?caseid=550383,,,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0059,59,0,2024-12-27,"Dec 27, 2024","ORDER granting 18 Indirect iPhone Purchasers (""IIPs"")'s Motion for Appointment of Interim Co-Lead Class Counsel. The Court orders organization of and anticipated assignments for Indirect iPhone Purchasers' Executive Committe. Signed by Judge Julien Xavier Neals on 12/26/2024. (dam) (Entered: 12/27/2024)",Main Document,Order on Motion to Appoint Counsel,0059. (12-27-2024) ORDER granting 18 Indirect iPhone Purchasers (IIPs)s Motion for Appointment of Interim Co-Lead Cl.pdf,FREE_RECAP_PDF_AVAILABLE,4,4,Exact local PDF page count.,200848,5afae6aa58183d431f22c5c208961150bbc4f8acba8f1a186c94962b2bd0c2ac,dea0d2984ea2863c3e1a75b45411ab45a02562bd,9eb17ebc036b14065197d0f1570c2dee,False,,William G. Caldes,,Acrobat PDFMaker 24 for Word,"Adobe PDF Library 24.5.96; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20241223095605-05'00',D:20241227151833-05'00',https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.59.0.pdf,https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.59.0.pdf,https://archive.org/download/gov.uscourts.njd.550383/gov.uscourts.njd.550383.59.0.pdf,https://www.courtlistener.com/docket/68869775/59/shoshi-goldfus-v-apple-inc/,https://ecf.njd.uscourts.gov/doc1/119022064839?caseid=550383,$0.40,0.40,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0060,60,0,2024-12-28,"Dec 28, 2024","MDL TEXT ORDER - In accordance with Case Management Order Number 1 (ECF No. 7 ), Co-Lead Interim Class Counsel for the Direct iPhone Purchasers, Indirect iPhone Purchasers and Direct Apple Watch Purchasers, and Apple shall submit a joint agenda and status report by no later than Friday, January 10, 2025. Counsel shall meet and confer--in person, by teleconference or by video conference--and seek consensus to the extent possible with respect to joint agenda items for the Initial Case Management Conference. So Ordered by Judge Julien Xavier Neals on 12/28/2024. (kd) (Entered: 12/28/2024)",Main Document,,,NO_PUBLIC_PDF_LINK,,,Price not displayed; page count unknown.,,,,,,,,,,,,,,,,,,,,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0061,61,0,2025-01-10,"Jan 10, 2025","STATUS REPORT JOINT AGENDA AND STATUS REPORT by APPLE, INC.. (WALSH, LIZA) (Entered: 01/10/2025)",Main Document,Status Report,"0061. (01-10-2025) STATUS REPORT JOINT AGENDA AND STATUS REPORT by APPLE, INC.pdf",FREE_RECAP_PDF_AVAILABLE,10,10,Exact local PDF page count.,326702,24d1a5e771487cdcfe6aa05972115b9257f63075f905fa2943fe05222a9d0402,d1753e7be9cfe6ff5eb34745f667c2ad23589a2b,4d0d4a6b14e78ad402bbc14166a6c34c,False,,,,Aspose Pty Ltd.,"Aspose.PDF for .NET 24.2.0; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",,D:20250110202750-05'00',https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.61.0.pdf,https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.61.0.pdf,https://archive.org/download/gov.uscourts.njd.550383/gov.uscourts.njd.550383.61.0.pdf,https://www.courtlistener.com/docket/68869775/61/shoshi-goldfus-v-apple-inc/,https://ecf.njd.uscourts.gov/doc1/119022099240?caseid=550383,$1.00,1.00,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0062,62,0,2025-01-13,"Jan 13, 2025","MOTION to Withdraw as Attorney by JOSEPH GIAMANCO. (RICE, JORDAN) (Entered: 01/13/2025)",Main Document,Withdraw as Attorney,0062. (01-13-2025) MOTION to Withdraw as Attorney by JOSEPH GIAMANCO.pdf,PACER_LINK_AVAILABLE,1,,Exact local PDF page count.,122025,1b8909bfbe5a3dfee59c8b68639a0c9f45888e4b3fe0dae3c44bc2f5778740dd,e7e5bfe3f9e74f2f116e6aec2ca41bc78e9117ea,f2cb3da0e0eda8b01c10f210e4bb2b40,False,Microsoft Word - Rice Withdrawal (DNJ),jrice,,PScript5.dll Version 5.2.2,"Acrobat Distiller 24.0 (Windows); modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20250113094127-06'00',D:20250113114344-05'00',https://ecf.njd.uscourts.gov/doc1/119022101073?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119022101073?caseid=550383,,,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0063,63,0,2025-01-15,"Jan 15, 2025",LETTER ORDER granting Request for Withdrawal of Attorney as to JORDAN A. RICE for Plaintiff Joseph Giamanco and as Interim Counsel for the Putative Direct Apple Watch Purchaser Plaintiff Class. Signed by Magistrate Judge Leda D. Wettre on 1/15/2025. (dam) (Entered: 01/15/2025),Main Document,Order AND ~Util - Add and Terminate Attorneys,0063. (01-15-2025) LETTER ORDER granting Request for Withdrawal of Attorney as to JORDAN A. RICE for Plaintiff Joseph G.pdf,FREE_RECAP_PDF_AVAILABLE,1,1,Exact local PDF page count.,188146,9bcd9a9e3602da17eb16f8fa7d5b63d1b92e6630b451d5ebd77d070a9a2b6b39,d0ae75222cc41d36c6753d8a06057478eb3cdfab,c610ed66e8ea0635699cd6b855bd654f,False,,,,,"iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",,D:20250115115029-05'00',https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.63.0.pdf,https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.63.0.pdf,https://archive.org/download/gov.uscourts.njd.550383/gov.uscourts.njd.550383.63.0.pdf,https://www.courtlistener.com/docket/68869775/63/shoshi-goldfus-v-apple-inc/,https://ecf.njd.uscourts.gov/doc1/119022110214?caseid=550383,$0.10,0.10,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0064,64,0,2025-01-23,"Jan 23, 2025","MOTION to Withdraw as Attorney by IRA POLLY. (LAFRENIERE, SARAH) (Entered: 01/23/2025)",Main Document,Withdraw as Attorney,0064. (01-23-2025) MOTION to Withdraw as Attorney by IRA POLLY.pdf,PACER_LINK_AVAILABLE,1,,Exact local PDF page count.,159958,2c8da91bcdb0e4f82c0732f4a1c2ad56295a681c609bbcb475de21743a5af369,91b3dc559f3486da0f981eff12281e6ed503303f,a0a516c2bb8a7e4b88d4137197f8f3f8,False,,Thomas Loughran,,Acrobat PDFMaker 24 for Word,"Adobe PDF Library 24.5.96; modified using iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",D:20250123102750-05'00',D:20250123143702-05'00',https://ecf.njd.uscourts.gov/doc1/119022135317?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119022135317?caseid=550383,,,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0065,65,0,2025-01-24,"Jan 24, 2025",LETTER ORDER granting 64 Plaintiff IRA POLLY's Motion to Withdraw Sarah R. LaFreniere as Attorney. Attorney SARAH LAFRENIERE terminated. Signed by Magistrate Judge Leda D. Wettre on 1/24/2025. (dam) Modified on 1/24/2025 (dam). (Entered: 01/24/2025),Main Document,Order on Motion to Withdraw as Attorney,0065. (01-24-2025) LETTER ORDER granting 64 Plaintiff IRA POLLYs Motion to Withdraw Sarah R. LaFreniere as Attorney. A.pdf,PACER_LINK_AVAILABLE,1,,Exact local PDF page count.,184530,6bf64e198cca9201e833ebd5b6153120626c403a50d43638444192904474f008,f4c7aab76d4dc879cb0c302277f97ce90a8f7f57,9f6fe44ca646a7275586f5d4153449a6,False,,,,,"iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",,D:20250124115255-05'00',https://ecf.njd.uscourts.gov/doc1/119022142144?caseid=550383,,,,https://ecf.njd.uscourts.gov/doc1/119022142144?caseid=550383,,,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0066,66,0,2025-01-24,"Jan 24, 2025","Letter from James E. Cecchi to the Hon. Leda Dunn Wettre, U.S.M.J. on Behalf of All Tracks for Plaintiffs Requesting the Production of Materials Produced to the DOJ. (CECCHI, JAMES) (Entered: 01/24/2025)",Main Document,Letter,"0066. (01-24-2025) Letter from James E. Cecchi to the Hon. Leda Dunn Wettre, U.S.M.J. on Behalf of All Tracks for Plain.pdf",FREE_RECAP_PDF_AVAILABLE,6,6,Exact local PDF page count.,284471,b26cb8ce0fe82cf1102aaafced93a06d6637176866b0eef4f238d750d7c0bfed,ac6c421518e5668fb7730da806efe7b39698dcc5,506b1d45ef4eb11d57c711c321ac0b58,False,,,,,"iText® Core 7.2.3 (production version) ©2000-2022 iText Group NV, Administrative Office of the United States Courts",,D:20250124180105-05'00',https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.66.0.pdf,https://storage.courtlistener.com/recap/gov.uscourts.njd.550383/gov.uscourts.njd.550383.66.0.pdf,https://archive.org/download/gov.uscourts.njd.550383/gov.uscourts.njd.550383.66.0.pdf,https://www.courtlistener.com/docket/68869775/66/shoshi-goldfus-v-apple-inc/,https://ecf.njd.uscourts.gov/doc1/119022145391?caseid=550383,$0.60,0.60,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
0067,67,0,2025-01-29,"Jan 29, 2025","MDL TEXT ORDER - In accordance with Case Management Order Number 1 (ECF No. 7 ), Interim Class Counsel for the Direct iPhone Purchasers, Indirect iPhone Purchasers, and Direct Apple Watch Purchasers shall provide the Court with a list of attorneys and their office addresses, phone and fax numbers, and e-mail addresses by no later than Monday, February 10, 2025. Each track shall email their respective list to chambers_of_judge_julien_neals@njd.uscourts.gov. Within seven calendar days of any change of appointed Interim Class Counsel, Interim Class Counsel for the respective track shall email a revised service list to chambers_of_judge_julien_neals@njd.uscourts.gov.So Ordered by Judge Julien Xavier Neals on 1/29/2025. (kd) (Entered: 01/29/2025)",Main Document,,,NO_PUBLIC_PDF_LINK,,,Price not displayed; page count unknown.,,,,,,,,,,,,,,,,,,,,https://www.courtlistener.com/docket/68869775/apple-inc-smartphone-antitrust-litigation/
